mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-998615,CaTlF3,10,Ca1 Tl1 F3,6.256542655,6.256543271,6.256544008,60.44334883,60.4433456,60.44335176,trig,R3c,0,-17.16423948,-3.246527098,0.03687402,FALSE,5.723793858,4.6281,FALSE,174.9120683,,
mp-1206188,CaTlI3,10,Ca1 Tl1 I3,7.925339799,7.925339799,11.65178533,90,90,146.419851,ortho,Cmcm,0,-3.256533485,-1.466711517,0.016393085,FALSE,5.129160287,3.2233,FALSE,404.7941462,,
mp-1183538,CaTmO3,5,Ca1 Tm1 O3,4.272108,4.272108,4.272108,90,90,90,cubic,Pm-3m,1.0000608,-7.233149296,-2.966752421,0.401455955,FALSE,5.473601076,0,FALSE,77.96984479,,
mp-1016853,CaVO3,5,Ca1 V1 O3,3.830406,3.830406,3.830406,90,90,90,cubic,Pm-3m,0.9968925,-8.017946754,-2.831268961,0.106231663,FALSE,4.107568072,0,FALSE,56.19975561,,
mp-1435359,CaVO3,20,Ca1 V1 O3,5.381454,5.437594,7.682538597,89.54560638,90,90,mono,P2_1/c,3.9981356,-8.115363726,-2.928685933,0.008814691,FALSE,4.107538896,0.2606,FALSE,224.8006192,,
mp-22608,CaVO3,20,Ca1 V1 O3,5.31108468,5.354107228,7.551772193,90.0524375,90,90,ortho,Pnma,3.999347,-8.123021791,-2.936343998,0.001156626,FALSE,4.299918247,0.4339,FALSE,214.7429868,,
mp-989616,CaWN3,10,Ca1 W1 N3,3.629991136,5.796946249,7.44986265,105.7650397,104.1007684,90.00000299,mono,C2/m,0,-17.9643365,-0.805868477,0,TRUE,6.051179305,0.5612,FALSE,145.9552203,,
mp-1342410,CaWO3,20,Ca1 W1 O3,5.580866,5.794242,7.910173,90,90,90,ortho,Pnma,7.9996162,-8.572923767,-2.611401141,0.053646282,FALSE,7.060898434,1.9784,TRUE,255.7903797,,
mp-1431390,CaWO3,5,Ca1 W1 O3,4.09948691,4.09948691,4.128679097,88.8996766,88.8996766,86.7517945,mono,Cm,2.0000836,-8.406033696,-2.444511071,0.220536353,FALSE,6.520245334,0,FALSE,69.25007417,,
mp-1183544,CaYO3,5,Ca1 Y1 O3,4.345547,4.345547,4.345547,90,90,90,cubic,Pm-3m,0.9998708,-7.493833682,-2.822118803,0.477989083,FALSE,3.581335142,0,FALSE,82.06034801,,
mp-1183540,CaZnO3,5,Ca1 Zn1 O3,3.876625,3.876625,3.876625,90,90,90,cubic,Pm-3m,0.0813118,-5.42397338,-1.802128079,0.238167658,FALSE,4.374759928,0,FALSE,58.25877875,,
mp-4571,CaZrO3,20,Ca1 Zr1 O3,5.58500572,5.77809678,8.01738023,90,90,90,ortho,Pnma,0,-8.749611775,-3.670175069,0,TRUE,4.603084506,3.8263,TRUE,258.7265008,"{'voigt': 149.349, 'reuss': 148.737, 'vrh': 149.043}","{'voigt': 85.595, 'reuss': 84.785, 'vrh': 85.19}"
mp-542112,CaZrO3,5,Ca1 Zr1 O3,4.160071,4.160071,4.160071,90,90,90,cubic,Pm-3m,0,-8.55771869,-3.478281985,0.191893085,FALSE,4.135496361,3.2122,FALSE,71.99498216,"{'voigt': 155.28, 'reuss': 155.28, 'vrh': 155.28}","{'voigt': 87.401, 'reuss': 76.021, 'vrh': 81.711}"
mp-776024,CaZrO3,40,Ca1 Zr1 O3,5.831835,8.123604,11.457092,90,90,90,ortho,Pba2,0.0004199,-8.724246398,-3.644809693,0.025365377,FALSE,4.38825125,3.7448,TRUE,542.7856698,,
mp-7781,CaZrS3,20,Ca1 Zr1 S3,6.5877,7.082334,9.662054,90,90,90,ortho,Pnma,6.06E-05,-6.625294913,-2.031619071,0.036572482,FALSE,3.352008297,1.1878,TRUE,450.7956098,"{'voigt': 69.929, 'reuss': 67.734, 'vrh': 68.832}","{'voigt': 38.061, 'reuss': 35.083, 'vrh': 36.572}"
mp-1246622,Cd3SbN,20,Cd3 Sb1 N1,6.731846,6.634417,9.397146,90,90,90,ortho,Pnma,0.002038,-18.77244296,0.257562931,0.295910871,FALSE,7.485779701,0,FALSE,419.6941463,,
mp-1183631,CdBO3,5,Cd1 B1 O3,3.501721,3.501721,3.501721,90,90,90,cubic,Pm-3m,0.6728093,-5.485021036,-0.988364041,1.024361148,FALSE,6.621547144,0,FALSE,42.93827785,,
mp-755478,CdBiO3,10,Cd1 Bi1 O3,5.829561946,5.830423031,5.972227016,60.77515692,119.1751925,119.979308,trig,R3,0,-5.373882152,-1.435096649,0,TRUE,8.444817808,0.767,FALSE,145.2691758,"{'voigt': 152298951.66, 'reuss': 1960.896, 'vrh': 76150456.278}","{'voigt': 794127451.816, 'reuss': 27121.391, 'vrh': 397077286.603}"
mp-1198558,CdCO3,40,Cd1 C1 O3,5.987672,7.475772,14.4341555,60.63000805,90,90,mono,P2_1/c,8.0091256,-6.194766909,-1.188255169,0.567171788,FALSE,4.067880679,0,FALSE,563.0646568,,
mp-4385,CdCO3,10,Cd1 C1 O3,6.145127278,6.145126917,6.145126563,47.52436093,47.52436881,47.52435309,trig,R-3c,0,-6.761938697,-1.755426957,0,TRUE,4.956502911,2.6226,FALSE,115.5290272,,
mp-547864,CdCO3,5,Cd1 C1 O3,4.143972673,4.143972673,4.143972779,93.4652389,93.4652389,93.46524145,trig,R-3m,0.0064671,-3.528635046,1.477876694,3.233303651,FALSE,4.046466014,0,FALSE,70.75556272,,
mp-654812,CdCO3,5,Cd1 C1 O3,4.562464581,4.562464581,4.562464292,58.54831742,58.54831742,58.54830644,trig,R-3m,0.7185108,-3.873192376,1.133319364,2.888746321,FALSE,4.40977214,0,FALSE,64.92625259,"{'voigt': 4309.854, 'reuss': 112.074, 'vrh': 2210.964}","{'voigt': -6215.153, 'reuss': -67.497, 'vrh': -3141.325}"
mp-1017553,CdCo3N,5,Cd1 Co3 N1,3.855044,3.855044,3.855044,90,90,90,cubic,Pm-3m,3.3160008,-6.15998521,-0.020277591,0.003899156,FALSE,8.788505612,0,FALSE,57.29121305,,
mp-752746,CdCoO3,20,Cd1 Co1 O3,5.314718,5.389024,7.589121,90,90,90,ortho,Pnma,12.0017419,-5.674122783,-1.086660798,0.106052458,FALSE,6.702701045,0,FALSE,217.3610987,,
mp-768578,CdCoO3,20,Cd1 Co1 O3,5.131425083,6.839207884,6.83901004,96.83171662,94.51550162,85.49482023,mono,C2/c,1.90E-06,-5.727936619,-1.140474634,0.052238621,FALSE,6.147559993,0.1302,FALSE,236.9893853,,
mp-770662,CdCoO3,10,Cd1 Co1 O3,5.798157745,5.798157745,5.798157251,51.93096302,51.93096302,51.93096384,trig,R-3,0.0491322,-5.714080059,-1.126618074,0.066095182,FALSE,6.522672611,0,FALSE,111.680177,,
mp-1290304,CdFeO3,20,Cd1 Fe1 O3,5.37915513,5.506005087,7.669568101,89.99227199,90.26211392,89.98123974,mono,P2_1/c,15.9991184,-6.163391664,-1.30860878,0.092556619,FALSE,6.323486942,0,FALSE,227.1522347,,
mp-1639105,CdFeO3,20,Cd1 Fe1 O3,5.368368192,5.489292527,7.667267015,89.99821876,89.99297411,89.29287302,mono,P2_1/m,2.0922816,-6.156007203,-1.30122432,0.09994108,FALSE,6.357808779,0,FALSE,225.9259817,,
mp-776476,CdFeO3,20,Cd1 Fe1 O3,5.363036612,5.450160574,7.669738067,90.00236178,90.01492688,90.05260593,ortho,Pnma,15.9991066,-6.170801069,-1.316018186,0.085147213,FALSE,6.407273254,0,FALSE,224.1818216,,
mp-1016903,CdGeO3,5,Cd1 Ge1 O3,3.78249,3.78249,3.78249,90,90,90,cubic,Pm-3m,0.0004671,-5.64122451,-1.555840298,0.324361613,FALSE,7.150943527,0.1022,FALSE,54.11695667,"{'voigt': 182.736, 'reuss': 182.736, 'vrh': 182.736}","{'voigt': 89.297, 'reuss': 83.154, 'vrh': 86.226}"
mp-1227040,CdGeO3,10,Cd1 Ge1 O3,3.359398272,7.561494276,7.561494276,130.8875307,82.46524285,82.46524285,mono,Cc,0.0002756,-5.230886904,-1.145502692,0.734699219,FALSE,5.616969526,0.0742,TRUE,137.7922024,,
mp-13003,CdGeO3,20,Cd1 Ge1 O3,5.311913,5.36356,7.580681,90,90,90,ortho,Pnma,0.0014465,-5.825573784,-1.740189572,0.140012338,FALSE,7.16711523,0.8481,TRUE,215.979394,,
mp-2951,CdGeO3,20,Cd1 Ge1 O3,7.04561341,7.04561341,5.399845231,81.38321713,81.38321713,86.93910729,mono,C2/c,0,-5.942425548,-1.857041336,0.023160574,FALSE,5.910380819,1.5369,FALSE,261.903463,,
mp-685935,CdGeO3,10,Cd1 Ge1 O3,6.070451387,6.070451387,5.227937,90,90,126.4668661,ortho,Cmc2_1,0.0004816,-5.846945601,-1.761561389,0.118640522,FALSE,4.995626273,1.724,FALSE,154.9304451,"{'voigt': 60.877, 'reuss': 59.247, 'vrh': 60.062}","{'voigt': 18.394, 'reuss': 52.695, 'vrh': 35.545}"
mp-7588,CdGeO3,80,Cd1 Ge1 O3,10.89885762,10.89885762,10.89885762,109.1243703,109.1243703,110.1671708,tet,I4_1/a,0.0100401,-5.926822039,-1.841437827,0.038764084,FALSE,6.213606936,1.3002,FALSE,996.4899422,,
mp-8275,CdGeO3,10,Cd1 Ge1 O3,5.90404287,5.90404287,5.904043563,52.19537208,52.19537208,52.19538096,trig,R-3,1.90E-06,-5.921550844,-1.836166632,0.044035279,FALSE,6.512947354,1.4099,FALSE,118.8363056,"{'voigt': 148.486, 'reuss': -30801.307, 'vrh': -15326.411}","{'voigt': 33152265200.214, 'reuss': -624542327.804, 'vrh': 16263861436.205}"
mp-1096862,CdHCl3,5,Cd1 H1 Cl3,5.218407,5.218407,5.218407,90,90,90,cubic,Pm-3m,1.7276392,-2.26190631,-0.281748988,0.934244393,FALSE,2.568143881,0,FALSE,142.1064676,,
mp-505222,CdInBr3,20,Cd1 In1 Br3,4.14038678,9.58047134,15.51440356,90,90,90,ortho,Pnma,0,-2.827530226,-1.101525518,0.008280996,FALSE,5.039741076,2.2208,FALSE,615.4076256,,
mp-1016828,CdIrO3,5,Cd1 Ir1 O3,3.953165,3.953165,3.953165,90,90,90,cubic,Pm-3m,1.0671558,-5.760263306,-0.831797829,0.463198415,FALSE,9.478265063,0,FALSE,61.77813947,,
mp-2647004,CdIrO3,30,Cd1 Ir1 O3,5.462063,5.462062977,15.028055,90,90,120.0000062,trig,R-3,2.8208124,-6.115731399,-1.187265922,0.107730322,FALSE,9.048323854,0,FALSE,388.2815804,,
mp-1080000,CdNCl3,10,Cd1 N1 Cl3,7.511502454,7.511502454,7.402407,90,90,94.29612324,ortho,Cmcm,3.9996529,-9.709328373,-0.171117362,0.593591947,FALSE,1.856154017,2.0259,FALSE,416.4900117,,
mp-1080587,CdNCl3,10,Cd1 N1 Cl3,7.429165,5.873681,7.702877307,72.70934989,90,90,mono,P2_1/m,0.0005718,-9.578951803,-0.040740792,0.723968517,FALSE,2.408788186,0.8155,FALSE,320.9371471,,
mp-1105591,CdNCl3,20,Cd1 N1 Cl3,3.775054,9.826511,16.867689,90,90,90,ortho,Pnma,8.0043463,-9.537362799,0.000848212,0.765557521,FALSE,2.470987212,0,FALSE,625.717207,,
mp-726169,CdNF3,20,Cd1 N1 F3,6.118865,6.384258,8.450394,90,90,90,ortho,Pnma,0,-3.802580934,-0.796035966,0.785136869,FALSE,3.690461933,0,FALSE,330.1096798,,
mp-1206343,CdNi3C,5,Cd1 Ni3 C1,3.866162,3.866162,3.866162,90,90,90,cubic,Pm-3m,0.0009654,-5.478348936,0.027468209,0.027468209,FALSE,8.634877407,0,FALSE,57.78832993,,
mp-1017554,CdNi3N,5,Cd1 Ni3 N1,3.82153146,3.82154162,3.82153349,90,90,90,cubic,Pm-3m,1.10E-05,-13.13645322,-0.100675256,0,TRUE,9.000316019,0,FALSE,55.81021594,"{'voigt': 182.751, 'reuss': 182.751, 'vrh': 182.751}","{'voigt': 69.829, 'reuss': 69.234, 'vrh': 69.531}"
mp-1016882,CdOsO3,5,Cd1 Os1 O3,3.942935,3.942935,3.942935,90,90,90,cubic,Pm-3m,0.0344059,-6.441248956,-1.034996829,0.359573085,FALSE,9.498405606,0,FALSE,61.29977114,"{'voigt': 192.236, 'reuss': 192.236, 'vrh': 192.236}","{'voigt': 27.293, 'reuss': 16.927, 'vrh': 22.11}"
mp-5328,CdPS3,10,Cd1 P1 S3,6.253369407,6.253369838,7.08480051,98.18604281,98.18605262,119.997975,mono,C2/m,0,-11.16902908,-0.526616825,0,TRUE,3.459377514,1.7562,FALSE,230.0018155,,
mp-9330,CdPS3,10,Cd1 P1 S3,7.640597267,7.640596799,7.640597503,48.31174799,48.31174226,48.3117357,trig,R-3,0,-11.16822592,-0.525813667,0.000803158,FALSE,3.489075665,1.7727,FALSE,228.0440968,"{'voigt': 212594205.627, 'reuss': 1.094, 'vrh': 106297103.36}","{'voigt': 1139303033.136, 'reuss': 4.462, 'vrh': 569651518.799}"
mp-1079559,CdPSe3,10,Cd1 P1 Se3,7.97359843,7.973598429,7.973597804,48.60264365,48.60264369,48.60264447,trig,R-3,0,-3.954065545,-0.581421915,0,TRUE,4.825860987,1.0486,FALSE,261.6919528,,
mp-685257,CdPbO3,40,Cd1 Pb1 O3,9.085826746,9.085836675,9.085830953,110.5117259,109.8982517,108.0141558,ortho,Ibca,0,-5.278432031,-1.375123976,0,TRUE,8.462073206,0,FALSE,577.0968158,,
mp-1016875,CdRhO3,5,Cd1 Rh1 O3,3.951587,3.951587,3.951587,90,90,90,cubic,Pm-3m,1.2863278,-5.479369706,-0.845729491,0.424103885,FALSE,7.086137227,0,FALSE,61.70418835,,
mp-1016849,CdRuO3,5,Cd1 Ru1 O3,3.928223,3.928223,3.928223,90,90,90,cubic,Pm-3m,2.1207008,-6.094784726,-1.079125577,0.333932101,FALSE,7.16304769,0,FALSE,60.61615746,,
mp-18634,CdSO3,30,Cd1 S1 O3,8.33582975,8.33582975,8.335829818,109.1080762,109.1080762,109.108082,trig,R-3,0.0004948,-5.617649815,-1.62919926,0.099061639,FALSE,4.244667363,3.0449,FALSE,451.7822968,,
mp-556680,CdSO3,40,Cd1 S1 O3,12.82371,5.653769,8.753289224,79.78013993,90,90,mono,P2_1/c,5.27E-05,-5.620480781,-1.632030226,0.096230673,FALSE,4.093872104,3.2188,TRUE,624.5645595,,
mp-8516,CdSO3,20,Cd1 S1 O3,9.025715,4.573479,7.283293352,88.92985652,90,90,mono,P2_1/c,0.0035971,-5.620434524,-1.631983969,0.09627693,FALSE,4.253057561,3.3347,FALSE,300.5940304,,
mp-559203,CdSeO3,40,Cd1 Se1 O3,12.93395545,5.76007937,8.662010624,78.55157905,90,90,mono,P2_1/c,0,-5.268916143,-1.408955207,0.005526025,FALSE,5.02755403,3.4047,TRUE,632.4855476,,
mp-9186,CdSeO3,20,Cd1 Se1 O3,5.32817807,6.31758539,8.12471485,90,90,90,ortho,Pnma,0,-5.274442168,-1.414481231,0,TRUE,5.813522774,3.0904,FALSE,273.4878134,,
mp-1016879,CdSiO3,5,Cd1 Si1 O3,3.61992,3.61992,3.61992,90,90,90,cubic,Pm-3m,0.0007266,-6.406944496,-2.161102249,0.374506267,FALSE,6.598592706,0.6506,FALSE,47.43478301,"{'voigt': 228.217, 'reuss': 228.217, 'vrh': 228.217}","{'voigt': 122.007, 'reuss': 85.214, 'vrh': 103.61}"
mp-560560,CdSiO3,60,Cd1 Si1 O3,7.28599731,6.992660796,15.10775788,85.123904,90,90,mono,P2_1/c,0,-6.781450763,-2.535608516,0,TRUE,4.897479562,2.8901,FALSE,766.9319925,,
mp-776023,CdSiO3,40,Cd1 Si1 O3,5.519971,9.745057,9.852316,90,90,90,ortho,Pbcn,0.0025586,-6.75465183,-2.508809583,0.026798933,FALSE,4.724748712,2.7667,TRUE,529.9800388,,
mp-1016881,CdSnO3,5,Cd1 Sn1 O3,4.057399,4.057399,4.057399,90,90,90,cubic,Pm-3m,7.99E-05,-5.454133626,-1.491440614,0.346307218,FALSE,6.938980318,0,FALSE,66.79487685,"{'voigt': 152.367, 'reuss': 152.367, 'vrh': 152.367}","{'voigt': 66.139, 'reuss': 62.242, 'vrh': 64.191}"
mp-1182642,CdSnO3,10,Cd1 Sn1 O3,6.704443504,8.489199226,3.36531635,89.8481472,120.3362572,73.3216502,mono,P2_1/m,0.0004626,-5.720829872,-1.75813686,0.079610972,FALSE,5.949277673,0.7079,TRUE,155.8133142,,
mp-754329,CdSnO3,10,Cd1 Sn1 O3,5.933372171,5.933372293,5.933373283,55.14847345,55.14848066,55.14848451,trig,R-3,0,-5.800440844,-1.837747832,0,TRUE,7.073964607,0.9762,FALSE,131.0406149,,
mp-849371,CdSnO3,20,Cd1 Sn1 O3,5.47790823,5.60073751,7.91411222,90,90,90,ortho,Pnma,0,-5.770057592,-1.807364579,0.030383253,FALSE,7.63548494,0.6904,TRUE,242.8075437,,
mp-1189706,CdTcO3,20,Cd1 Tc1 O3,5.457801,5.548414,7.891164,90,90,90,ortho,Pnma,9.7481544,-6.785474975,-1.552568545,0.115910814,FALSE,7.182728248,0,FALSE,238.9613289,,
mp-28290,CdTeO3,40,Cd1 Te1 O3,11.30735991,7.451632652,7.831885009,66.44744827,90,90,mono,P2_1/c,0,-5.311071547,-1.521631728,0,TRUE,6.32473192,3.019,FALSE,604.9274932,,
mp-10036,Ce3AlC,5,Ce3 Al1 C1,4.98731642,4.98731967,4.98728285,90,90,90,cubic,Pm-3m,2.5469901,-6.38450763,-0.227489443,0,TRUE,6.148730535,0,FALSE,124.0503884,"{'voigt': 64.659, 'reuss': 64.659, 'vrh': 64.659}","{'voigt': 44.04, 'reuss': 42.144, 'vrh': 43.092}"
mp-10881,Ce3AlN,5,Ce3 Al1 N1,4.90922468,4.90926019,4.90924297,90,90,90,cubic,Pm-3m,2.5442481,-22.57630806,-0.899761008,0,TRUE,6.474752647,0,FALSE,118.316002,,
mp-1206367,Ce3AlO,5,Ce3 Al1 O1,4.827101,4.827101,4.827101,90,90,90,cubic,Pm-3m,1.5256043,-6.706168866,-1.405291577,0.026469116,FALSE,6.840366415,0,FALSE,112.4758173,,
mp-1069526,Ce3InC,5,Ce3 In1 C1,5.839523,5.839523,5.839523,90,90,90,cubic,Pm-3m,2.9768282,-4.174138044,1.785599725,2.104923642,FALSE,4.562938059,0,FALSE,199.1279029,,
mp-20992,Ce3InC,5,Ce3 In1 C1,5.04591409,5.0459467,5.04587929,90,90,90,cubic,Pm-3m,2.5884167,-6.279061686,-0.319323917,0,TRUE,7.07224546,0,FALSE,128.4752193,,
mp-20550,Ce3PbC,5,Ce3 Pb1 C1,5.986195,5.986195,5.986195,90,90,90,cubic,Pm-3m,3.9170515,-4.386246108,1.764186327,2.047164123,FALSE,4.950817632,0,FALSE,214.5124878,,
mp-20159,Ce3SnC,5,Ce3 Sn1 C1,5.843293,5.843293,5.843293,90,90,90,cubic,Pm-3m,3.6746229,-4.591966948,1.617850444,2.007927048,FALSE,4.586504784,0,FALSE,199.5138232,,
mp-1206922,Ce3SnN,5,Ce3 Sn1 N1,4.97328277,4.97332533,4.97330351,90,90,90,cubic,Pm-3m,3.0449487,-7.078435412,-1.04669557,0,TRUE,7.466035505,0,FALSE,123.0084615,,
mp-1245828,Ce3SnN,5,Ce3 Sn1 N1,5.878219,5.878219,5.878219,90,90,90,cubic,Pm-3m,4.8073011,-4.746509804,1.285230038,2.331925608,FALSE,4.521554302,0,FALSE,203.1127969,,
mp-21319,Ce3TlC,5,Ce3 Tl1 C1,5.862354,5.862354,5.862354,90,90,90,cubic,Pm-3m,2.9385982,-4.065410932,1.816786512,2.004008043,FALSE,5.248032006,0,FALSE,201.4726597,,
mp-1226650,CeAl3Ag,5,Ce1 Al3 Ag1,4.305624527,4.305624507,6.321598309,70.16755411,70.16752025,90.10063256,tet,I4mm,1.030045,-4.353065484,-0.349742476,0,TRUE,5.31349794,0,FALSE,102.7946477,,
mp-1070063,CeAl3Au,5,Ce1 Al3 Au1,6.250577623,6.250577623,6.250577623,139.5892607,139.5892607,58.47748186,tet,I4mm,0.9612973,-4.669232456,-0.579720584,0,TRUE,6.826720171,0,FALSE,101.681401,,
mp-1069443,CeAl3Cu,5,Ce1 Al3 Cu1,6.094870783,6.094870783,6.094870783,139.4241182,139.4241182,58.72874578,tet,I4mm,0.9327153,-12.86933641,-0.492592462,0,TRUE,4.980354881,0,FALSE,94.89291736,,
mp-1226654,CeAl3Cu,5,Ce1 Al3 Cu1,6.130488723,6.130488723,6.130488723,139.7146162,139.7146162,58.28687054,tet,I-4m2,0.4629253,-12.78766418,-0.410920228,0.081672234,FALSE,4.951197713,0,FALSE,95.45173342,,
mp-1226634,CeAl3Pd,5,Ce1 Al3 Pd1,6.263127719,6.263127719,6.263127719,140.9531419,140.9531419,56.40890758,tet,I-4m2,0.3650811,-15.42142586,-0.621950384,0.074296806,FALSE,5.622127336,0,FALSE,96.72394871,,
mp-1226648,CeAl3Pt,5,Ce1 Al3 Pt1,6.278851232,6.278851232,6.278851232,141.409972,141.409972,55.71858298,tet,I-4m2,0.3904171,-5.352577744,-0.703615608,0.088338031,FALSE,7.229821615,0,FALSE,95.57972916,,
mp-19843,CeAlO3,20,Ce1 Al1 O3,5.29975512,5.35162614,7.53646362,90,90,90,ortho,Imma,4.0000001,-8.525620271,-3.620338528,0,TRUE,6.683927318,0,FALSE,213.7515027,,
mp-3408,CeAlO3,10,Ce1 Al1 O3,5.310341729,5.310343356,5.310340091,60.4190235,60.41902344,60.41895289,trig,R-3c,2,-8.524981815,-3.619700072,0.000638456,FALSE,6.682872899,0,FALSE,106.8926141,,
mp-4096,CeAlO3,10,Ce1 Al1 O3,5.330749434,5.330749434,5.330749434,120.30143,120.30143,89.47869598,tet,I4/mcm,2,-8.520020075,-3.614738332,0.005600196,FALSE,6.699830083,0,FALSE,106.6220703,"{'voigt': 185.423, 'reuss': 185.303, 'vrh': 185.363}","{'voigt': 22.77, 'reuss': 62.244, 'vrh': 42.507}"
mp-5323,CeAlO3,5,Ce1 Al1 O3,3.76203913,3.76203913,3.76201474,90,90,90,cubic,Pm-3m,1.0000001,-8.508505242,-3.603223499,0.017115029,FALSE,6.708320355,0,FALSE,53.24356293,"{'voigt': 191.964, 'reuss': 191.964, 'vrh': 191.964}","{'voigt': 57.814, 'reuss': 39.622, 'vrh': 48.718}"
mp-776167,CeAlO3,20,Ce1 Al1 O3,5.352054,5.353887,7.640165,90,90,90,ortho,Pnma,4.0000001,-8.522544917,-3.617263174,0.003075354,FALSE,6.526021046,0,FALSE,218.9235214,,
mp-1078398,CeAsO3,10,Ce1 As1 O3,5.329352,4.409537,6.185939894,74.67431941,90,90,mono,P2_1/m,2,-7.836076696,-2.745885613,0.152536309,FALSE,6.230832472,0.0609,FALSE,140.1999568,,
mp-1195015,CeAsO3,40,Ce1 As1 O3,7.83511,8.352207,9.157426653,76.50559668,90,90,mono,P2_1/c,4.3995096,-7.909094504,-2.818903421,0.079518501,FALSE,5.996425625,0.2861,TRUE,582.722107,,
mp-20178,CeBO3,10,Ce1 B1 O3,4.12392223,5.07313499,6.264132842,90,107.704153,90,mono,P2_1/m,2,-8.898571303,-3.406526372,0.005873612,FALSE,5.291666846,0.0293,FALSE,124.8465089,,
mp-20882,CeBO3,20,Ce1 B1 O3,5.07545184,5.77348995,8.22244861,90,90,90,ortho,Pnma,4.0000001,-8.904444915,-3.412399984,0,TRUE,5.483837777,0.0587,FALSE,240.9429888,,
mp-19948,CeBPd3,5,Ce1 B1 Pd3,4.381105,4.381105,4.381105,90,90,90,cubic,Pm-3m,0.8183758,-21.91732892,-0.503660159,0.207866069,FALSE,9.284718248,0,FALSE,84.09128433,,
mp-22435,CeBPt3,5,Ce1 B1 Pt3,3.99756756,3.99756756,5.14411559,90,90,90,tet,P4mm,0.9056964,-39.51828141,-0.988254681,0,TRUE,14.87065777,0,FALSE,82.20577786,,
mp-510376,CeBRh3,5,Ce1 B1 Rh3,4.21149204,4.2115074,4.21148897,90,90,90,cubic,Pm-3m,0.1962417,-22.91903898,-0.799905212,0,TRUE,10.21788477,0,FALSE,74.6980423,"{'voigt': 190.777, 'reuss': 190.777, 'vrh': 190.777}","{'voigt': 60.214, 'reuss': 52.932, 'vrh': 56.573}"
mp-1189296,CeBS3,20,Ce1 B1 S3,6.00989239,7.69555744,8.97561916,90,90,90,ortho,Pna2_1,3.9999998,-6.523589922,-1.517305853,0.012690894,FALSE,3.954115054,0.0787,FALSE,415.1176479,,
mp-1226619,CeBeAl3,5,Ce1 Be1 Al3,6.078223898,6.078223898,6.078223898,140.0484078,140.0484078,57.77980561,tet,I4mm,0.9203017,-4.49561226,-0.312994215,0.024206002,FALSE,4.16244891,0,FALSE,91.78367762,,
mp-1183685,CeBeO3,5,Ce1 Be1 O3,3.600447,3.600447,3.600447,90,90,90,cubic,Pm-3m,4.50E-06,-8.082590292,-3.178541142,0.418906897,FALSE,7.013334961,0.8094,FALSE,46.67338152,,
mp-1213812,CeCdO3,20,Ce1 Cd1 O3,6.005827128,6.002484069,8.480962,90,90,90.4353492,ortho,Cmcm,0.0005533,-7.065108155,-2.716939539,0.177826718,FALSE,6.5291036,1.5447,FALSE,305.7288508,,
mp-21116,CeCoGe3,5,Ce1 Co1 Ge3,4.297285198,4.297286285,5.75826604,111.9094544,111.9094359,89.9999953,tet,I4mm,0.9140908,-5.958657668,-0.570767637,0,TRUE,7.665580972,0,FALSE,90.32500477,,
mp-568089,CeCoSb3,40,Ce1 Co1 Sb3,6.174765298,12.11587185,12.79168944,90.00072113,90.03978436,90.00042549,ortho,Pbcm,6.4822489,-5.759325206,-0.667851144,0,TRUE,7.83373137,0,FALSE,956.9801469,,
mp-1070753,CeCoSi3,5,Ce1 Co1 Si3,5.54809688,5.54809688,5.54809688,136.673224,136.673224,62.94121987,tet,I4mm,0.0033292,-6.527114158,-0.657850022,0,TRUE,5.925122785,0,FALSE,79.39754017,,
mp-1226614,CeCoSi3,5,Ce1 Co1 Si3,5.732881218,5.732881218,5.732881218,139.5206011,139.5206011,58.58192601,tet,I-4m2,0.6115432,-6.338877356,-0.46961322,0.188236802,FALSE,5.980170242,0,FALSE,78.66668594,,
mp-20650,CeCrGe3,10,Ce1 Cr1 Ge3,6.10950878,6.109507322,5.94625055,90,90,120.0000135,hex_,P6_3/mmc,3.0485012,-6.317880738,-0.426064557,0,TRUE,7.084524239,0,FALSE,192.2145504,,
mp-20530,CeCrO3,5,Ce1 Cr1 O3,3.90655,3.90655,3.90655,90,90,90,cubic,Pm-3m,4.0008028,-9.057196486,-2.970420415,0.192202434,FALSE,6.687745321,0,FALSE,59.61837874,,
mp-780712,CeCrO3,20,Ce1 Cr1 O3,5.486246,5.719757,7.808315,90,90,90,ortho,Pnma,9.0082449,-9.187636586,-3.100860515,0.061762334,FALSE,6.508931459,0,FALSE,245.0248776,,
mp-21871,CeCrS3,20,Ce1 Cr1 S3,3.77068444,7.86657679,13.07550999,90,90,90,ortho,Pnma,15.9356442,-7.27207448,-1.671059271,0,TRUE,4.937417072,0,FALSE,387.850729,,
mp-1213967,CeCrSb3,20,Ce1 Cr1 Sb3,6.144345,6.279858,12.936427,90,90,90,ortho,Pbcm,12.573754,-25.19506077,-0.588477098,0.002142545,FALSE,7.417031768,0,FALSE,499.1599801,,
